Testnumber         Lambda
1 &        15.5193447579595
2 &        32.0454835324573
3 &        57.1711025686189
4 &        93.0209032229703
5 &        139.344559504126
6 &        196.060784211447
7 &        263.140098682683
8 &        340.569145724493
9 &        428.341265572117
10 &        526.667406018223
