Testnumber         Lambda
1 &        0.836184622175978
2 &        2.12223894045434
3 &        4.00336224309457
4 &        6.36472549022308
5 &        9.02994945171788
6 &        11.7892535662609
7 &        14.4203367041626
8 &        16.7070264847484
9 &        18.4550162261066
10 &        19.5235909752404
